BuildingType,PrimaryPropertyType,Neighborhood,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),UsageComplexity,HasNaturalGas,HasSteam,DensityPerFloor,IsLargeBuilding,IsDowntown
NonResidential,Retail Store,NORTHEAST,1,26853,26853,Retail Store,Retail Store,20360.0,,,,,1399062.75,1,1,0,26853.0,0,0
NonResidential,Other,GREATER DUWAMISH,4,44775,44775,Other,Other,44775.0,,,,,950695.625,1,1,0,11193.75,0,0
NonResidential,Other,GREATER DUWAMISH,1,27760,27760,"Office, Other, Parking, Retail Store",Other,19715.0,Office,12000.0,Retail Store,6000.0,2833624.5,4,1,0,27760.0,0,0
NonResidential,Other,GREATER DUWAMISH,1,20975,20975,"Fast Food Restaurant, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,13144.0,Other,6600.0,Fast Food Restaurant,1070.0,347437.6875,3,1,0,20975.0,0,0
NonResidential,Other,GREATER DUWAMISH,1,26075,26075,Other,Other,26075.0,,,,,1608508.75,1,1,0,26075.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,29394,29394,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29394.0,Office,16902.0,,,1486681.75,2,1,0,29394.0,0,0
Multifamily LR (1-4),Other,GREATER DUWAMISH,3,33000,33000,"Other, Retail Store",Other,30200.0,Retail Store,2800.0,,,738983.0,2,1,0,11000.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,2,20400,20400,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,15000.0,Office,5400.0,,,438557.0,2,1,0,10200.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1,20460,20460,Office,Office,20460.0,,,,,903541.875,1,0,0,20460.0,0,0
NonResidential,Self-Storage Facility,GREATER DUWAMISH,2,25821,25821,Self-Storage Facility,Self-Storage Facility,25821.0,,,,,209698.7031,1,0,0,12910.5,0,0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,2,21870,21870,Refrigerated Warehouse,Refrigerated Warehouse,21870.0,,,,,1074350.375,1,0,0,10935.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,51664,51664,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51664.0,,,,,3528086.75,1,1,0,51664.0,1,0
NonResidential,Medical Office,DELRIDGE,1,43615,43615,Medical Office,Medical Office,43615.0,,,,,3133849.5,1,1,0,43615.0,0,0
NonResidential,Small- and Mid-Sized Office,DELRIDGE,3,36879,36879,Office,Office,16855.0,,,,,1144267.5,1,0,0,12293.0,0,0
Nonresidential COS,Other,DELRIDGE,2,28531,28531,"Other, Parking",Other,28303.0,Parking,1100.0,,,3494929.5,2,1,0,14265.5,0,0
NonResidential,Warehouse,DELRIDGE,2,36600,36600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43556.0,,,,,308400.4063,1,0,0,18300.0,0,0
NonResidential,Mixed Use Property,SOUTHWEST,5,35176,35176,"Office, Other",Office,14452.0,Other,14452.0,,,1011965.375,2,0,0,7035.2,0,0
SPS-District K-12,K-12 School,NORTH,1,36701,36701,K-12 School,K-12 School,40285.0,,,,,1564891.75,1,1,0,36701.0,0,0
NonResidential,University,LAKE UNION,2,41293,26050,"College/University, Medical Office",College/University,26393.0,Medical Office,15000.0,,,2839882.25,2,1,0,13025.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,48890,48890,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,30889.0,Office,18000.0,,,2100216.5,2,1,0,48890.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,3,43473,43473,Office,Office,43473.0,,,,,4416909.5,1,0,0,14491.0,0,0
NonResidential,Retail Store,DELRIDGE,1,40265,40265,Retail Store,Retail Store,40793.0,,,,,3740373.75,1,1,0,40265.0,0,0
NonResidential,Retail Store,DELRIDGE,1,26208,26208,Retail Store,Retail Store,32427.0,,,,,1608884.25,1,1,0,26208.0,0,0
Nonresidential COS,Other,DELRIDGE,2,27227,27227,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,29064.0,Fitness Center/Health Club/Gym,8508.0,Pre-school/Daycare,715.0,8054334.0,6,1,0,13613.5,0,0
NonResidential,Mixed Use Property,BALLARD,1,42172,42172,"Food Service, Other, Other - Education, Other - Entertainment/Public Assembly, Other - Recreation, Social/Meeting Hall",Other - Education,12000.0,Other - Entertainment/Public Assembly,11400.0,Social/Meeting Hall,9100.0,3275779.25,6,1,0,42172.0,0,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,5,32250,32250,Office,Office,32250.0,,,,,796042.375,1,1,0,6450.0,0,1
Multifamily LR (1-4),Mixed Use Property,NORTHWEST,2,38050,38050,"Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Self-Storage Facility,13475.0,Multifamily Housing,11196.0,Retail Store,7680.0,4585966.0,4,1,0,19025.0,0,0
NonResidential,Retail Store,NORTHWEST,1,51000,51000,Retail Store,Retail Store,51000.0,,,,,1298039.875,1,1,0,51000.0,1,0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1,27000,27000,"Other, Other - Entertainment/Public Assembly, Self-Storage Facility",Other,9000.0,Other - Entertainment/Public Assembly,9000.0,Self-Storage Facility,9000.0,229856.4063,3,0,0,27000.0,0,0
NonResidential,Other,GREATER DUWAMISH,2,20747,20747,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,11815.0,Restaurant,5120.0,Office,3812.0,1001964.0,3,1,0,10373.5,0,0
NonResidential,Warehouse,GREATER DUWAMISH,2,40800,40800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,36000.0,Office,4800.0,,,817255.875,2,1,0,20400.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,2,20150,20150,Office,Office,20150.0,,,,,576174.125,1,0,0,10075.0,0,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,7,36000,36000,Office,Office,31500.0,,,,,1682454.875,1,0,0,5142.857142857143,0,1
NonResidential,Warehouse,GREATER DUWAMISH,2,41276,41276,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,24300.0,Retail Store,13284.0,Office,3692.0,2502081.0,3,1,0,20638.0,0,0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,2,24430,24430,"Other, Refrigerated Warehouse",Refrigerated Warehouse,15667.0,Other,8690.0,,,1232822.875,2,1,0,12215.0,0,0
NonResidential,Other,GREATER DUWAMISH,3,27690,27690,"Other, Parking",Other,24717.0,Parking,0.0,,,16808.90039,2,0,0,9230.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1,22580,22580,Office,Office,22580.0,,,,,928584.875,1,1,0,22580.0,0,0
NonResidential,Warehouse,CENTRAL,1,20000,20000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20000.0,,,,,743528.125,1,1,0,20000.0,0,0
NonResidential,Warehouse,CENTRAL,1,42000,42000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,38000.0,Office,4000.0,,,2070005.625,2,1,0,42000.0,0,0
Multifamily LR (1-4),Senior Care Community,Central,4,63998,63998,"Parking, Senior Care Community",Senior Care Community,60000.0,Parking,0.0,,,3896148.0,2,1,0,15999.5,1,0
NonResidential,Self-Storage Facility,CENTRAL,1,24248,24248,"Parking, Self-Storage Facility",Self-Storage Facility,21018.0,Parking,3230.0,,,111969.7031,2,1,0,24248.0,0,0
NonResidential,Senior Care Community,NORTH,6,244500,244500,Senior Care Community,Senior Care Community,244500.0,,,,,11019641.0,1,1,0,40750.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,24617,24617,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22752.0,,,,,106918.0,1,0,0,24617.0,0,0
NonResidential,Other,GREATER DUWAMISH,3,127065,42355,"Office, Parking",Parking,84710.0,Office,42355.0,,,3245111.5,2,0,0,14118.333333333334,1,0
NonResidential,Retail Store,GREATER DUWAMISH,1,37247,37247,Retail Store,Retail Store,37247.0,,,,,1748644.5,1,1,0,37247.0,0,0
NonResidential,Retail Store,BALLARD,1,25384,25384,Retail Store,Retail Store,23468.0,,,,,3027867.5,1,1,0,25384.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,3,49052,49052,"Office, Retail Store",Office,32393.0,Retail Store,10057.0,,,1441445.625,2,0,0,16350.666666666666,0,0
NonResidential,Warehouse,GREATER DUWAMISH,2,52110,52110,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32000.0,,,,,586589.1875,1,1,0,26055.0,1,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,2,20970,20970,"Office, Parking",Office,20970.0,Parking,0.0,,,204499.0938,2,1,0,10485.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,2,39036,39036,"Office, Other",Office,27636.0,Other,13611.0,,,1528295.75,2,1,0,19518.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1,26310,26310,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,24000.0,Non-Refrigerated Warehouse,8874.0,Social/Meeting Hall,1000.0,771512.6875,3,1,0,26310.0,0,0
NonResidential,Retail Store,SOUTHEAST,1,37883,37883,"Retail Store, Supermarket/Grocery Store",Retail Store,28734.0,Supermarket/Grocery Store,24813.0,,,12434593.0,2,1,0,37883.0,0,0
NonResidential,K-12 School,DELRIDGE,3,29874,29874,K-12 School,K-12 School,31375.0,,,,,1274049.75,1,1,0,9958.0,0,0
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1,20140,20140,"Parking, Worship Facility",Worship Facility,22000.0,Parking,0.0,,,992794.6875,2,1,0,20140.0,0,0
NonResidential,Self-Storage Facility,NORTHWEST,2,71874,40485,Self-Storage Facility,Self-Storage Facility,71874.0,,,,,1242811.75,1,1,0,20242.5,1,0
NonResidential,Small- and Mid-Sized Office,CENTRAL,2,39953,39953,Office,Office,30100.0,,,,,1508561.875,1,1,0,19976.5,0,0
Multifamily LR (1-4),Senior Care Community,CENTRAL,4,94370,94370,Senior Care Community,Senior Care Community,94370.0,,,,,4089677.5,1,1,0,23592.5,1,0
NonResidential,Retail Store,CENTRAL,2,21200,21200,"Office, Retail Store",Retail Store,14168.0,Office,7032.0,,,1676426.5,2,0,0,10600.0,0,0
NonResidential,Supermarket / Grocery Store,CENTRAL,1,30630,30630,"Other, Supermarket/Grocery Store",Supermarket/Grocery Store,28470.0,Other,2442.0,,,6058494.0,2,0,0,30630.0,0,0
NonResidential,Retail Store,CENTRAL,2,23421,23421,"Bank Branch, Retail Store",Retail Store,19271.0,Bank Branch,4150.0,,,1896626.375,2,0,0,11710.5,0,0
SPS-District K-12,K-12 School,BALLARD,3,117116,117116,K-12 School,K-12 School,117116.0,,,,,5722325.5,1,1,0,39038.66666666666,1,0
NonResidential,Worship Facility,BALLARD,2,24120,24120,Worship Facility,Worship Facility,24120.0,,,,,893053.1875,1,1,0,12060.0,0,0
NonResidential,Worship Facility,BALLARD,3,35736,35736,"Office, Worship Facility",Worship Facility,28970.0,Office,6766.0,,,1148202.25,2,1,0,11912.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,51050,51050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49500.0,,,,,1206165.75,1,1,0,51050.0,1,0
NonResidential,Retail Store,GREATER DUWAMISH,2,21900,21900,Retail Store,Retail Store,21900.0,,,,,1302192.875,1,1,0,10950.0,0,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,16300,16300,Distribution Center,Distribution Center,65164.0,,,,,150167.7969,1,1,0,16300.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,33462,33462,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33462.0,,,,,1386445.375,1,0,0,33462.0,0,0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1,35310,35310,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Other,10471.0,Non-Refrigerated Warehouse,9875.0,Refrigerated Warehouse,8877.0,1331469.75,3,1,0,35310.0,0,0
NonResidential,Other,GREATER DUWAMISH,3,36140,36140,Other,Other,34733.0,,,,,4653535.0,1,0,0,12046.666666666666,0,0
NonResidential,Other,DOWNTOWN,2,47963,26579,"Other - Mall, Parking",Other - Mall,29640.0,Parking,6000.0,,,8163413.0,2,1,0,13289.5,0,1
NonResidential,Warehouse,DOWNTOWN,1,23903,23903,"Non-Refrigerated Warehouse, Worship Facility",Non-Refrigerated Warehouse,18350.0,Worship Facility,4500.0,,,415364.5938,2,1,0,23903.0,0,1
NonResidential,Self-Storage Facility,NORTHEAST,3,22522,22522,Self-Storage Facility,Self-Storage Facility,22522.0,,,,,561473.875,1,1,0,7507.333333333333,0,0
NonResidential,Self-Storage Facility,NORTHEAST,4,38959,38959,Self-Storage Facility,Self-Storage Facility,38959.0,,,,,905750.375,1,1,0,9739.75,0,0
NonResidential,Warehouse,GREATER DUWAMISH,2,25955,25955,"Non-Refrigerated Warehouse, Office, Other - Services",Non-Refrigerated Warehouse,14150.0,Other - Services,8745.0,Office,3060.0,1218112.0,3,0,0,12977.5,0,0
Campus,K-12 School,EAST,4,46100,46100,"K-12 School, Parking",K-12 School,46100.0,Parking,0.0,,,2177064.75,2,1,1,11525.0,0,0
NonResidential,Worship Facility,NORTHWEST,2,21936,21936,Worship Facility,Worship Facility,21936.0,,,,,608755.375,1,1,0,10968.0,0,0
NonResidential,Other,NORTH,1,25406,25406,"Personal Services (Health/Beauty, Dry Cleaning, etc)","Personal Services (Health/Beauty, Dry Cleaning, etc)",25406.0,,,,,2442220.0,3,1,0,25406.0,0,0
NonResidential,Small- and Mid-Sized Office,SOUTHEAST,2,23250,23250,Office,Office,22014.0,,,,,904236.0,1,0,0,11625.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,30000,30000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,30000.0,Parking,0.0,,,2794837.0,2,1,0,30000.0,0,0
Nonresidential COS,Warehouse,GREATER DUWAMISH,1,45036,45036,"Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Non-Refrigerated Warehouse,21110.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",14074.0,Office,6755.0,1791697.75,6,1,0,45036.0,0,0
SPS-District K-12,K-12 School,SOUTHWEST,1,51410,51410,K-12 School,K-12 School,51410.0,,,,,1968907.25,1,1,0,51410.0,1,0
Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,4,28472,28472,,,,,,,,770275.5,0,0,0,7118.0,0,0
NonResidential,University,MAGNOLIA / QUEEN ANNE,2,122679,122679,"College/University, Restaurant",College/University,101035.0,Restaurant,2000.0,,,16378152.0,2,1,0,61339.5,1,0
Campus,University,MAGNOLIA / QUEEN ANNE,2,537000,537000,College/University,College/University,533826.0,,,,,90609640.0,1,1,0,268500.0,1,0
Multifamily LR (1-4),Senior Care Community,NORTH,2,31680,31680,Senior Care Community,Senior Care Community,31680.0,,,,,2545030.75,1,1,0,15840.0,0,0
NonResidential,Small- and Mid-Sized Office,NORTH,4,23022,23022,Office,Office,23022.0,,,,,1027230.875,1,1,0,5755.5,0,0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1,27263,27263,"Office, Other, Refrigerated Warehouse",Refrigerated Warehouse,22000.0,Other,2700.0,Office,2500.0,2470642.0,3,0,0,27263.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,31569,31569,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33000.0,,,,,3064039.5,1,1,0,31569.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,22509,22509,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22509.0,,,,,177812.7969,1,0,0,22509.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,39984,39984,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,31184.0,Office,8800.0,,,1073156.375,2,1,0,39984.0,0,0
Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,4,20844,20844,Multifamily Housing,,,,,,,559718.125,1,0,0,5211.0,0,0
SPS-District K-12,K-12 School,EAST,2,73769,73769,K-12 School,K-12 School,73769.0,,,,,2556131.0,1,1,0,36884.5,1,0
NonResidential,Worship Facility,EAST,1,26440,26440,Worship Facility,Worship Facility,26440.0,,,,,719905.1875,1,1,0,26440.0,0,0
SPS-District K-12,K-12 School,NORTHEAST,1,43578,43578,K-12 School,K-12 School,45370.0,,,,,1436773.875,1,1,0,43578.0,0,0
NonResidential,Self-Storage Facility,GREATER DUWAMISH,2,28800,28800,Self-Storage Facility,Self-Storage Facility,28800.0,,,,,1143826.625,1,1,0,14400.0,0,0
NonResidential,K-12 School,CENTRAL,2,28500,28500,K-12 School,K-12 School,31100.0,,,,,1162561.125,1,1,0,14250.0,0,0
NonResidential,Restaurant,LAKE UNION,2,26519,26519,"Office, Restaurant",Restaurant,13592.0,Office,12927.0,,,3717064.0,2,1,0,13259.5,0,0
NonResidential,Mixed Use Property,LAKE UNION,2,34639,19237,"Other, Parking, Restaurant",Restaurant,23373.0,Other,19659.0,Parking,15402.0,15480681.0,3,1,0,9618.5,0,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,2,26300,26300,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,26300.0,,,,,3537841.5,1,1,0,13150.0,0,0
NonResidential,Restaurant,LAKE UNION,2,34072,34072,Restaurant,Restaurant,34072.0,,,,,6584966.5,1,1,0,17036.0,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,23355,23355,Office,Office,21915.0,,,,,840549.375,1,0,0,7785.0,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4,30840,30840,"Office, Restaurant",Office,29255.0,Restaurant,1180.0,,,3542708.5,2,1,0,7710.0,0,0
NonResidential,Other,NORTHEAST,1,20332,20332,Other,Other,20332.0,,,,,392683.6875,1,1,0,20332.0,0,0
Multifamily LR (1-4),Senior Care Community,NORTHEAST,3,99941,99941,Senior Care Community,Senior Care Community,90383.0,,,,,5867616.0,1,1,0,33313.666666666664,1,0
NonResidential,Worship Facility,CENTRAL,1,21850,21850,Worship Facility,Worship Facility,21850.0,,,,,317794.4063,1,1,0,21850.0,0,0
NonResidential,Large Office,DOWNTOWN,13,307557,224493,"Multifamily Housing, Office, Parking, Retail Store",Office,162422.0,Parking,83064.0,Multifamily Housing,55065.0,9512829.0,4,0,0,17268.69230769231,1,1
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,2,28309,28309,Self-Storage Facility,Self-Storage Facility,28309.0,,,,,430308.9063,1,1,0,14154.5,0,0
NonResidential,Hotel,DOWNTOWN,4,45500,45500,Hotel,Hotel,45500.0,,,,,2799595.0,1,1,1,11375.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,5,38376,38376,"Office, Retail Store",Office,29258.0,Retail Store,2409.0,,,2058532.875,2,0,0,7675.2,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,42804,42804,"Office, Retail Store",Office,24120.0,Retail Store,6583.0,,,1544501.75,2,1,0,10701.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,33300,33300,"Office, Restaurant, Retail Store, Self-Storage Facility",Office,26639.0,Restaurant,2820.0,Retail Store,2377.0,1287497.375,4,1,0,8325.0,0,1
NonResidential,Hotel,DOWNTOWN,3,25450,25450,Hotel,Hotel,25450.0,,,,,503744.6875,1,0,0,8483.333333333334,0,1
NonResidential,Other,DOWNTOWN,3,22200,22200,Other,Other,22200.0,,,,,188745.7031,1,1,0,7400.0,0,1
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,2,29498,29498,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19749.0,Office,9148.0,,,3768900.5,2,1,0,14749.0,0,0
NonResidential,Warehouse,LAKE UNION,1,23050,23050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23050.0,,,,,466672.6875,1,0,0,23050.0,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,4,48350,48350,Office,,,,,,,3168131.0,1,0,0,12087.5,0,0
NonResidential,Retail Store,NORTHEAST,1,46059,46059,Retail Store,Retail Store,46000.0,,,,,1582655.875,1,1,0,46059.0,0,0
NonResidential,Medical Office,NORTHEAST,2,23595,23595,Medical Office,Medical Office,23595.0,,,,,817409.625,1,1,0,11797.5,0,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,28142,28142,Office,Office,28142.0,,,,,847097.8125,1,1,1,9380.666666666666,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,28760,28760,"Non-Refrigerated Warehouse, Office, Retail Store",Office,12314.0,Retail Store,6020.0,Non-Refrigerated Warehouse,6000.0,2615973.5,3,1,1,9586.666666666666,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,39030,39030,"Office, Retail Store",Office,32001.0,Retail Store,6685.0,,,713326.875,2,1,0,9757.5,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,47215,47215,"Office, Retail Store",Office,23659.0,Retail Store,22376.0,,,2092696.0,2,1,0,15738.333333333334,0,1
Nonresidential COS,Other,EAST,2,61580,34580,"Other, Parking",Other,36280.0,Parking,23154.0,,,4199443.0,2,1,0,17290.0,1,0
NonResidential,Small- and Mid-Sized Office,EAST,3,30720,30720,"Office, Retail Store",Office,29720.0,Retail Store,1000.0,,,1288669.5,2,1,0,10240.0,0,0
NonResidential,Mixed Use Property,EAST,2,20640,20640,"Office, Restaurant, Retail Store",Retail Store,9750.0,Office,9212.0,Restaurant,2450.0,412562.4063,3,0,0,10320.0,0,0
NonResidential,Mixed Use Property,EAST,2,34914,34914,"Office, Restaurant, Retail Store",Retail Store,14983.0,Restaurant,10638.0,Office,5837.0,1333289.625,3,0,0,17457.0,0,0
NonResidential,Small- and Mid-Sized Office,EAST,3,20897,20897,"Non-Refrigerated Warehouse, Office, Retail Store",Office,10228.0,Retail Store,3433.0,Non-Refrigerated Warehouse,3400.0,964923.8125,3,1,0,6965.666666666667,0,0
NonResidential,Retail Store,EAST,2,36940,36940,Retail Store,Retail Store,36940.0,,,,,336745.4063,1,0,0,18470.0,0,0
NonResidential,Small- and Mid-Sized Office,EAST,3,22866,22866,Office,Office,22866.0,,,,,1153690.125,1,1,0,7622.0,0,0
NonResidential,Retail Store,EAST,1,30240,30240,"Restaurant, Retail Store",Retail Store,32205.0,Restaurant,714.0,,,1264626.875,2,1,0,30240.0,0,0
NonResidential,Other,NORTHEAST,2,28586,28586,Other,Other,27022.0,,,,,5078204.0,1,0,0,14293.0,0,0
NonResidential,Hotel,DOWNTOWN,3,28800,28800,"Hotel, Restaurant",Hotel,21600.0,Restaurant,7200.0,,,4644346.0,2,1,0,9600.0,0,1
NonResidential,Restaurant,DOWNTOWN,3,28800,28800,Restaurant,,,,,,,899924.1875,1,1,0,9600.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,35202,35202,"Bank Branch, Office",Office,24227.0,Bank Branch,9127.0,,,3605755.5,2,0,0,11734.0,0,1
NonResidential,Senior Care Community,EAST,6,95117,69035,"Parking, Senior Care Community",Senior Care Community,69035.0,Parking,26082.0,,,7202141.5,2,1,0,11505.833333333334,1,0
NonResidential,Worship Facility,EAST,2,24600,24600,Worship Facility,Worship Facility,24600.0,,,,,331059.5,1,1,0,12300.0,0,0
NonResidential,Worship Facility,EAST,1,48850,48850,"Office, Other, Worship Facility",Worship Facility,28725.0,Office,4325.0,Other,3700.0,1063480.5,3,1,1,48850.0,0,0
Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,3,30420,30420,,,,,,,,1049638.75,0,0,0,10140.0,0,0
NonResidential,Hospital,SOUTHWEST,3,54863,54863,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),109726.0,,,,,2037720.625,1,0,0,18287.666666666668,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,25000,25000,"Food Sales, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,13393.0,Food Sales,7500.0,Office,4107.0,1989103.875,3,1,0,25000.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,25000,25000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24000.0,Office,1000.0,,,287132.5,2,1,0,25000.0,0,0
NonResidential,Other,GREATER DUWAMISH,1,22622,22622,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,23000.0,,,,,774075.6875,1,1,0,22622.0,0,0
NonResidential,Small- and Mid-Sized Office,EAST,3,27544,27544,"Office, Parking",Office,22365.0,Parking,3744.0,,,1031667.5,2,1,0,9181.333333333334,0,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,7,47415,47415,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",Office,25884.0,Parking,7000.0,Multifamily Housing,5713.0,1478979.25,4,0,0,6773.571428571428,0,1
NonResidential,Other,MAGNOLIA / QUEEN ANNE,3,22960,22960,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,22960.0,,,,,2266983.0,1,1,0,7653.333333333333,0,0
NonResidential,Supermarket / Grocery Store,EAST,1,44739,44739,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,Parking,0.0,,,14585813.0,2,1,0,44739.0,0,0
NonResidential,Mixed Use Property,NORTHEAST,1,22778,22778,"Medical Office, Office, Other, Restaurant, Retail Store",Retail Store,21194.0,Office,12923.0,Restaurant,3720.0,2470566.0,5,1,0,22778.0,0,0
NonResidential,Worship Facility,BALLARD,2,21562,21562,"Pre-school/Daycare, Worship Facility",Worship Facility,21052.0,Pre-school/Daycare,400.0,,,866806.0,2,1,0,10781.0,0,0
NonResidential,Other,CENTRAL,1,25753,25753,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,25753.0,,,,,1378130.25,1,1,0,25753.0,0,0
NonResidential,Other,EAST,3,71280,71280,Other - Recreation,Other - Recreation,71280.0,,,,,22767828.0,1,1,0,23760.0,1,0
SPS-District K-12,K-12 School,EAST,3,38297,38297,K-12 School,K-12 School,38297.0,,,,,1845150.625,1,1,0,12765.666666666666,0,0
NonResidential,Senior Care Community,EAST,16,153312,153312,"Parking, Senior Care Community, Worship Facility",Senior Care Community,148590.0,Parking,72317.0,Worship Facility,4722.0,20628680.0,3,1,0,9582.0,1,0
NonResidential,Mixed Use Property,DOWNTOWN,19,1206670,1004813,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,Multifamily Housing,181047.0,Parking,177210.0,27684480.0,4,1,0,52884.89473684211,1,1
NonResidential,Worship Facility,SOUTHEAST,1,24200,24200,"Parking, Worship Facility",Worship Facility,24200.0,Parking,0.0,,,826488.6875,2,1,0,24200.0,0,0
Multifamily LR (1-4),Low-Rise Multifamily,DELRIDGE,3,35122,35122,Multifamily Housing,,,,,,,936584.375,1,0,0,11707.333333333334,0,0
NonResidential,Self-Storage Facility,DELRIDGE,3,66610,66610,Self-Storage Facility,Self-Storage Facility,66720.0,,,,,640377.0,1,1,0,22203.33333333333,1,0
NonResidential,Other,GREATER DUWAMISH,1,36000,36000,"Office, Other",Other,34000.0,Office,1400.0,,,3646053.75,2,1,0,36000.0,0,0
